[2025-09-05 20:10:58] This is codeql database index-files --include-extension=.yaml --include-extension=.yml --size-limit=5m --language yaml -- /workspaces/demo-private/codeql-database
[2025-09-05 20:10:58] Log file was started late.
                        "/workspaces/demo-private/istio-manifests/allow-egress-googleapis.yaml",
                        "/workspaces/demo-private/istio-manifests/frontend-gateway.yaml",
                        "/workspaces/demo-private/istio-manifests/frontend.yaml",
                        "/workspaces/demo-private/kubernetes-manifests/adservice.yaml",
                        "/workspaces/demo-private/kubernetes-manifests/cartservice.yaml",
                        "/workspaces/demo-private/kubernetes-manifests/checkoutservice.yaml",
                        "/workspaces/demo-private/kubernetes-manifests/currencyservice.yaml",
                        "/workspaces/demo-private/kubernetes-manifests/emailservice.yaml",
                        "/workspaces/demo-private/kubernetes-manifests/frontend.yaml",
                        "/workspaces/demo-private/kubernetes-manifests/kustomization.yaml",
                        "/workspaces/demo-private/kubernetes-manifests/loadgenerator.yaml",
                        "/workspaces/demo-private/kubernetes-manifests/paymentservice.yaml",
                        "/workspaces/demo-private/kubernetes-manifests/productcatalogservice.yaml",
                        "/workspaces/demo-private/kubernetes-manifests/recommendationservice.yaml",
                        "/workspaces/demo-private/kubernetes-manifests/shippingservice.yaml",
                        "/workspaces/demo-private/kustomize/base/adservice.yaml",
                        "/workspaces/demo-private/kustomize/base/cartservice.yaml",
                        "/workspaces/demo-private/kustomize/base/checkoutservice.yaml",
                        "/workspaces/demo-private/kustomize/base/currencyservice.yaml",
                        "/workspaces/demo-private/kustomize/base/emailservice.yaml",
                        "/workspaces/demo-private/kustomize/base/frontend.yaml",
                        "/workspaces/demo-private/kustomize/base/kustomization.yaml",
                        "/workspaces/demo-private/kustomize/base/loadgenerator.yaml",
                        "/workspaces/demo-private/kustomize/base/paymentservice.yaml",
                        "/workspaces/demo-private/kustomize/base/productcatalogservice.yaml",
                        "/workspaces/demo-private/kustomize/base/recommendationservice.yaml",
                        "/workspaces/demo-private/kustomize/base/shippingservice.yaml",
                        "/workspaces/demo-private/kustomize/components/alloydb/kustomization.yaml",
                        "/workspaces/demo-private/kustomize/components/container-images-registry/kustomization.yaml",
                        "/workspaces/demo-private/kustomize/components/container-images-tag-suffix/kustomization.yaml",
                        "/workspaces/demo-private/kustomize/components/container-images-tag/kustomization.yaml",
                        "/workspaces/demo-private/kustomize/components/custom-base-url/kustomization.yaml",
                        "/workspaces/demo-private/kustomize/components/cymbal-branding/kustomization.yaml",
                        "/workspaces/demo-private/kustomize/components/google-cloud-operations/kustomization.yaml",
                        "/workspaces/demo-private/kustomize/components/google-cloud-operations/otel-collector.yaml",
                        "/workspaces/demo-private/kustomize/components/memorystore/kustomization.yaml",
                        "/workspaces/demo-private/kustomize/components/network-policies/kustomization.yaml",
                        "/workspaces/demo-private/kustomize/components/network-policies/network-policy-adservice.yaml",
                        "/workspaces/demo-private/kustomize/components/network-policies/network-policy-cartservice.yaml",
                        "/workspaces/demo-private/kustomize/components/network-policies/network-policy-checkoutservice.yaml",
                        "/workspaces/demo-private/kustomize/components/network-policies/network-policy-currencyservice.yaml",
                        "/workspaces/demo-private/kustomize/components/network-policies/network-policy-deny-all.yaml",
                        "/workspaces/demo-private/kustomize/components/network-policies/network-policy-emailservice.yaml",
                        "/workspaces/demo-private/kustomize/components/network-policies/network-policy-frontend.yaml",
                        "/workspaces/demo-private/kustomize/components/network-policies/network-policy-loadgenerator.yaml",
                        "/workspaces/demo-private/kustomize/components/network-policies/network-policy-paymentservice.yaml",
                        "/workspaces/demo-private/kustomize/components/network-policies/network-policy-productcatalogservice.yaml",
                        "/workspaces/demo-private/kustomize/components/network-policies/network-policy-recommendationservice.yaml",
                        "/workspaces/demo-private/kustomize/components/network-policies/network-policy-redis.yaml",
                        "/workspaces/demo-private/kustomize/components/network-policies/network-policy-shippingservice.yaml",
                        "/workspaces/demo-private/kustomize/components/non-public-frontend/kustomization.yaml",
                        "/workspaces/demo-private/kustomize/components/service-mesh-istio/allow-egress-googleapis.yaml",
                        "/workspaces/demo-private/kustomize/components/service-mesh-istio/frontend-gateway.yaml",
                        "/workspaces/demo-private/kustomize/components/service-mesh-istio/frontend.yaml",
                        "/workspaces/demo-private/kustomize/components/service-mesh-istio/kustomization.yaml",
                        "/workspaces/demo-private/kustomize/components/shopping-assistant/kustomization.yaml",
                        "/workspaces/demo-private/kustomize/components/shopping-assistant/shoppingassistantservice.yaml",
                        "/workspaces/demo-private/kustomize/components/single-shared-session/kustomization.yaml",
                        "/workspaces/demo-private/kustomize/components/spanner/kustomization.yaml",
                        "/workspaces/demo-private/kustomize/components/without-loadgenerator/delete-loadgenerator.patch.yaml",
                        "/workspaces/demo-private/kustomize/components/without-loadgenerator/kustomization.yaml",
                        "/workspaces/demo-private/kustomize/kustomization.yaml",
                        "/workspaces/demo-private/kustomize/tests/memorystore-with-all-components/kustomization.yaml",
                        "/workspaces/demo-private/kustomize/tests/service-mesh-istio-with-all-components/kustomization.yaml",
                        "/workspaces/demo-private/kustomize/tests/spanner-with-all-components/kustomization.yaml",
                        "/workspaces/demo-private/release/istio-manifests.yaml",
                        "/workspaces/demo-private/release/kubernetes-manifests.yaml",
                        "/workspaces/demo-private/skaffold.yaml"
                      ]
[2025-09-05 20:10:58] [DETAILS] database index-files> Found 108 files.
[2025-09-05 20:10:58] [PROGRESS] database index-files> /workspaces/demo-private/codeql-database: Indexing files in in /workspaces/demo-private...
[2025-09-05 20:10:58] Using index-files script /usr/local/bin/codeql/yaml/tools/index-files.sh.
[2025-09-05 20:10:58] [PROGRESS] database index-files> Running command in /workspaces/demo-private: [/usr/local/bin/codeql/yaml/tools/index-files.sh, /workspaces/demo-private/codeql-database/working/files-to-index6643293841406098800.list]
[2025-09-05 20:10:59] Terminating normally.
